ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;BARRIO;COORDENADA-X;COORDENADA-Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
2020;7;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;PALACIO;43.970.082.290.410.800;4.474.124.142.600.910;-37.107.369.303.703;404.155.572.059.031;JuntaDistritoCentroAzotea_Gas;Externo;Gas;Gas;m3;0
2020;7;772;Centros administrativos;JMD Centro;CALLE MAYOR, 72 28013 MADRID;CENTRO;PALACIO;43.970.082.290.410.800;4.474.124.142.600.910;-37.107.369.303.703;404.155.572.059.031;JuntaDistritoCentroSotano_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;
2020;7;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;51406
2020;7;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Gas_General;Externo;Gas;Gas;m3;0
2020;7;2096;Centros culturales y bibliotecas;Biblioteca Eugenio Tr�as;PASEO FERNAN NU�EZ, 24 28009 MADRID;RETIRO;LOS JER�NIMOS;4.424.017.379.649.850;4.474.247.413.462.150;-3.678.915;40.416.859;AMBIBETRIAS_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;19761
2020;7;1083;Centros mixtos;Complejo La Vaguada;AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.400.364.416.737.010;4.481.276.192.934.670;-37.074.566;404.800.101;AMLAVAGUADACT_Contador_General;Externo;Energia activa;Activa Contador Gral - Bus;kWh;NO DATA
2020;7;1083;Centros mixtos;Complejo La Vaguada;AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;4.400.364.416.737.010;4.481.276.192.934.670;-37.074.566;404.800.101;AMLAVAGUADACT_Contador_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;NO DATA
2020;7;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;NO DATA
2020;7;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Gas_General;Externo;Gas;Gas;m3;NO DATA
2020;7;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;LUCERO;436.373.235.092.394;447.326.833.311.022;-374.987;404.076;AMCEIPBOLIVIA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;NO DATA
2020;7;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Gas_General;Externo;Gas;Gas;m3;0
2020;7;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Electricidad_General - AMBIBIFILIPINAS_Electricidad_CentroMayores - AMBIBIFILIPINAS_Electricidad_SocioCultural;Procesado;Energia activa;Ninguno;kWh;3814
2020;7;509;Centros culturales y bibliotecas;Biblioteca La Elipa - Islas Filipinas;CALLE NUESTRA SE�ORA DEL VILLAR, 6 28017 MADRID;CIUDAD LINEAL;VENTAS;44.470.558.869.086.700;4.474.960.039.650.420;-3.651.823;40.423.435;AMBIBIFILIPINAS_Gas_General*0,429;Procesado;Gas;Gas;m3;0
2020;7;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1381,5
2020;7;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Gas_General;Externo;Gas;Gas;m3;0
2020;7;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;PUERTA BONITA;43.796.783.319.165.600;4.470.923.828.634.290;-373.085;403.866;AMCEIPISAACPERAL_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,9
2020;7;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;2223,6
2020;7;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Gas_General;Externo;Gas;Ninguno;m3;0
2020;7;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;ALMENDRALES;4.407.450.145.335.650;4.470.201.385.031.260;-3.698.065;40.380.294;AMCPFUENCISLA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;3,3
2020;7;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASOFICINAS_GeneralBT_Oficinas;Externo;Energia activa;Activa Interruptor Gral;kWh;2494
2020;7;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASVERANO_GeneralBT_Verano;Externo;Energia activa;Activa Interruptor Gral;kWh;20102
2020;7;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASVERANO_GeneralBT_Verano;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;303
2020;7;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;ZOFIO;4.394.930.177.554.650;4.469.717.279.646.020;-37.127.673.625.946;403.758.429.603.234;AMCDMORCASITASOFICINAS_GeneralBT_Oficinas;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;211
2020;7;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;1664
2020;7;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Gas;Externo;Gas;Gas;m3;0
2020;7;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0,7
2020;7;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS-CANILLEJAS;HELL�N;4.480.080.569.554.040;4.475.522.171.258.500;-36.129.409.074.783;404.287.119.519.523;acciona_sanblas;telemedida;Energia activa; ;kWh;63223
2020;7;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia activa;Ninguno;kWh;44891
2020;7;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Gas_Piscina;Externo;Gas;Ninguno;m3;5867,4
2020;7;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;0
2020;7;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia activa;Activa Interruptor Gral;kWh;20717
2020;7;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;298
2020;7;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;28068
2020;7;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Gas_Piscina;Externo;Gas;Ninguno;m3;3942,3
2020;7;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;18574
2020;7;2204;Centros culturales y bibliotecas;Biblioteca Mar�a Lej�rraga;CALLE PRINCESA DE EBOLI, 29 28050 MADRID;HORTALEZA;VALDEFUENTES;44.446.159.650.538.600;4.482.377.506.948.950;-3.655.348;40.490.239;AMBIBMLEJARRAGA_Electricidad_General* 0,1444;Procesado;Energia activa;Ninguno;kWh;7965,826
2020;7;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;11928
2020;7;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Gas_General;Externo;Gas;Gas;m3;0
2020;7;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;980
2020;7;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;15357
2020;7;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Gas_General;Externo;Gas;Gas;m3;0
2020;7;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;4671
2020;7;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.443.432.511.138.060;44.740.452.603.394.800;-3.656.014;4.041.517;AMCDMELIPAFUTBOL7_Gas_Futbol;Externo;Gas;Gas;m3;0,1
2020;7;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;55129
2020;7;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia reactiva;Reactiva tarifa 3.1A;kVAr;32777
2020;7;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia activa;Activa Interruptor Gral;kWh;56438
2020;7;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;Gas;m3;5168
2020;7;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1638
2020;7;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;7764
2020;7;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Gas_General;Externo;Gas;Gas;m3;1058
2020;7;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;927
2020;7;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_CT2_Red - AMCDMGALLURFUTBOL_Red;Procesado;Energia activa;Activa Interruptor Gral;kWh;21216
2020;7;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_Gas_Piscina;Externo;Gas;Gas;m3;0
2020;7;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISTA_Gas_Pista;Externo;Gas;Gas;m3;0
2020;7;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;15476
2020;7;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;7528
2020;7;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;670,2
2020;7;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Gas;Externo;Gas;Gas;m3;0
2020;7;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;-1749,8
2020;7;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;49779
2020;7;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Gas_General;Externo;Gas;Ninguno;m3;1724,1
2020;7;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;20753
2020;7;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;24352
2020;7;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Gas_Piscina_Pabellon;Externo;Gas;Ninguno;m3;569,3
2020;7;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;27
2020;7;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;8645
2020;7;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Gas_General;Externo;Gas;Ninguno;m3;149
2020;7;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1813
2020;7;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;5365
2020;7;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Gas;Externo;Gas;Gas;m3;0
2020;7;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;2193
2020;7;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;LOS JER�NIMOS;4.412.940.651.693.430;4.474.471.087.165.670;-36.919.909.715.652;404.187.965.631.925;AMCIBELES_Trafo_1 + AMCIBELES_Trafo_2 + AMCIBELES_Trafo_3 + AMCIBELES_Trafo_4 + AMCIBELES_General_Fase2;Procesado;Energia activa;Activa Contador Gral - Bus;kWh;409427
2020;7;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;2560
2020;7;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Gas;Externo;Gas;Gas;m3;0
2020;7;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;2449
2020;7;1082;Centros administrativos;JMD Fuencarral;AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;43.984.257.074.066.200;4.481.114.664.624.740;-37.097.284.197.807;404.785.409.720.142;AMLAVAGUADACT_Junta_Distrito;Externo;Energia activa;Ninguno;kWh;7953
2020;7;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_General_BT;Externo;Energia activa; ;kWh;61908
2020;7;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_Gas;Externo;Gas;Gas;m3;424
2020;7;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia activa;Activa Interruptor Gral;kWh;22365
2020;7;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_Gas;Externo;Gas;Gas;m3;2285
2020;7;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;835
2020;7;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;31589,4
2020;7;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Gas;Externo;Gas;Gas;m3;0
2020;7;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;16687,7
